PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
6MW1,0.77,ANTIBIOTIC,N,NULL,NULL,F,Y,A,2,29-OCT-18,NA
6MW2,0.77,ANTIBIOTIC,N,NULL,NULL,F,Y,A,1,29-OCT-18,NA
6MWS,1.2,OXIDOREDUCTASE,N,0.149,0.172,T,Y,A,108,30-OCT-18,NA
6MYE,1.1,CELLADHESION,Y,0.198,0.205,T,Y,A,104,01-NOV-18,NA
6N1B,1.3,HYDROLASE,N,0.147,0.162,T,Y,A,385,08-NOV-18,NA
6N2U,1.3,IMMUNESYSTEM,N,0.191,0.223,T,Y,A,69,14-NOV-18,NA
6N3D,1.1,PEPTIDEBINDINGPROTEIN,N,0.129,0.160,T,Y,A,96,15-NOV-18,NA
6N4L,1.1,OXIDOREDUCTASE,N,0.146,0.157,T,Y,A,283,19-NOV-18,NA
6N59,1,OXIDOREDUCTASE,N,0.114,0.132,T,Y,A,571,21-NOV-18,NA
6N9H,1,DENOVOPROTEIN,N,0.197,0.214,T,Y,A,75,03-DEC-18,NA
6NB9,1.1,PROTEINFIBRIL,N,0.202,0.246,F,Y,A,14,06-DEC-18,NA
6NE2,1.3,BIOSYNTHETICPROTEIN/SIGNALINGPROTEIN,Y,0.163,0.184,T,Y,B,312,15-DEC-18,NA
6NFR,1,METALBINDINGPROTEIN,N,0.150,0.172,T,Y,A,97,20-DEC-18,NA
6NIB,1.2,HYDROLASE,N,0.112,0.137,T,Y,A,345,27-DEC-18,NA
6NIZ,0.93,DNA,N,0.083,0.091,F,Y,AB,12,02-JAN-19,NA
6NMW,1.2,ONCOPROTEIN,N,0.173,0.183,T,Y,A,63,12-JAN-19,NA
6NP3,1.1,TRANSFERASE,N,0.128,0.139,T,Y,A,268,17-JAN-19,NA
6NXY,1.1,ISOMERASE,N,0.166,0.171,T,Y,A,251,10-FEB-19,NA
6O40,1.2,ANTIVIRALPROTEIN,N,0.177,0.186,F,Y,A,86,27-FEB-19,NA
6O54,1.2,HYDROLASEVIRALPROTEIN,N,0.149,0.164,T,Y,X,99,01-MAR-19,NA
6O5I,1.2,PROTEINBINDING,Y,0.128,0.164,T,Y,A,466,03-MAR-19,NA
6ODG,1,PROTEINFIBRIL,N,0.247,0.266,F,Y,AB,12,26-MAR-19,NA
6OHK,1.2,ELECTRONTRANSPORT,N,0.152,0.164,T,Y,A,170,05-APR-19,NA
6OIZ,1.1,PROTEINFIBRIL,N,0.196,0.213,F,Y,A,15,10-APR-19,NA
6P0I,1.2,SIGNALINGPROTEIN/INHIBITOR,Y,0.127,0.147,T,Y,B,169,17-MAY-19,NA
6P2L,1.1,HYDROLASE,N,0.119,0.140,T,Y,A,685,21-MAY-19,NA
6P7Z,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.182,0.198,T,Y,A,425,06-JUN-19,NA
6PO6,1,UNKNOWNFUNCTION,N,NULL,NULL,F,Y,A,3,03-JUL-19,NA
6PSA,1.3,VIRALPROTEIN/INHIBITOR,Y,0.180,0.217,F,Y,H,45,12-JUL-19,NA
6PVJ,1.3,BIOSYNTHETICPROTEIN,Y,0.155,0.175,T,Y,A,444,20-JUL-19,NA
6PWS,1,SUGARBINDINGPROTEIN,N,0.115,0.128,T,Y,A,129,23-JUL-19,NA
6PYM,1.2,HYDROLASE,N,0.159,0.165,F,Y,A,213,30-JUL-19,NA
6PZD,1.1,VIRALPROTEIN,N,0.113,0.128,T,Y,A,386,31-JUL-19,NA
6Q1M,1.2,REPLICATION,N,0.158,0.166,T,Y,A,119,05-AUG-19,NA
6Q4G,0.98,CELLCYCLE,Y,0.191,0.211,T,Y,A,282,05-DEC-18,NA
6Q5O,1,DENOVOPROTEIN,N,0.170,0.212,T,Y,A,30,09-DEC-18,NA
6Q5Q,1.1,DENOVOPROTEIN,N,0.135,0.147,T,Y,A,32,09-DEC-18,NA
6Q6T,0.94,ELECTRONTRANSPORT,N,0.158,0.166,T,Y,A,110,11-DEC-18,NA
6Q7D,0.98,TRANSFERASE,N,0.186,0.207,T,Y,A,275,13-DEC-18,NA
6QAZ,1,UNKNOWNFUNCTION,N,0.123,0.150,T,Y,A,128,20-DEC-18,NA
6QDI,1.1,SUGARBINDINGPROTEIN,N,0.148,0.171,T,Y,A,294,01-JAN-19,NA
6QHJ,1.3,SIGNALINGPROTEIN,N,0.125,0.141,T,Y,A,252,16-JAN-19,NA
6QTS,1.1,PLANTPROTEIN,Y,0.128,0.148,T,Y,A,305,25-FEB-19,NA
6QU6,1,VIRALPROTEIN,Y,0.137,0.148,T,Y,A,189,26-FEB-19,NA
6QW8,1.1,ANTIMICROBIALPROTEIN,Y,0.116,0.131,T,Y,A,261,05-MAR-19,NA
6QXU,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.190,0.213,T,Y,A,209,08-MAR-19,NA
6R2W,1.3,HYDROLASE,Y,0.171,0.194,T,Y,L,592,19-MAR-19,NA
6R8R,1.3,HYDROLASE,Y,0.149,0.178,T,Y,A,362,02-APR-19,NA
6RA7,1.2,TRANSFERASE,Y,NULL,NULL,T,Y,A,300,05-APR-19,NA
6RI6,0.93,OXIDOREDUCTASE,N,0.106,0.117,T,Y,A,498,23-APR-19,NA
6RNV,1.3,PHOTOSYNTHESIS,N,0.154,0.186,T,Y,NA,268,09-MAY-19,NA
6RRV,1.1,NUCLEARPROTEIN,N,0.118,0.142,T,Y,A,127,20-MAY-19,NA
6RU3,1.3,IMMUNESYSTEM,N,0.189,0.204,T,Y,C,124,27-MAY-19,NA
6RVQ,1.1,CELLCYCLE,N,0.208,0.214,F,Y,A,308,31-MAY-19,NA
6RYG,0.97,IMMUNESYSTEM,N,0.135,0.139,T,Y,A,116,10-JUN-19,NA
6S07,1,TRANSFERASE,Y,0.173,0.180,T,Y,A,319,14-JUN-19,NA
6S2M,0.72,LIPIDBINDINGPROTEIN,N,0.104,0.111,T,Y,A,131,21-JUN-19,NA
6SA5,1.3,IMMUNESYSTEM,N,0.156,0.188,T,Y,A,107,16-JUL-19,NA
6SAO,1.2,HYDROLASE,N,0.111,0.134,T,Y,A,438,17-JUL-19,NA
6SBN,1.1,HYDROLASE,N,0.108,0.137,T,Y,A,263,22-JUL-19,NA
6SID,1.1,VIRUSLIKEPARTICLE,N,NULL,0.151,T,Y,A,83,09-AUG-19,NA
6SL9,1.3,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6SP9,1.2,TRANSFERASE,Y,0.221,0.235,T,Y,A,348,31-AUG-19,NA
6SPO,1.2,TRANSLATION,Y,0.138,0.167,T,Y,A,544,02-SEP-19,NA
6SSD,1.2,TRANSFERASE,N,0.112,0.129,T,Y,A,424,06-SEP-19,NA
6SX1,1.3,STRUCTURALPROTEIN,N,NULL,NULL,T,Y,A,79,24-SEP-19,NA
6SYV,1.1,HYDROLASE,N,0.163,0.182,T,Y,A,402,01-OCT-19,NA
6T2T,1.3,TRANSFERASE,N,0.157,0.164,T,Y,A,229,09-OCT-19,NA
6T6C,1.3,HYDROLASE,Y,NULL,0.134,T,Y,A,128,18-OCT-19,NA
6TD0,0.99,ANTIMICROBIALPROTEIN,N,0.139,0.153,T,Y,A,270,07-NOV-19,NA
6TGK,1.3,LIGASE,N,0.180,0.207,T,Y,C,105,16-NOV-19,NA
6TIW,1.1,CELLCYCLE,N,NA,NA,F,N,K,1201,22-NOV-19,NA
6TM3,1.1,OXIDOREDUCTASE,N,0.114,0.127,T,Y,A,289,03-DEC-19,NA
6TOV,0.77,ANTIBIOTIC,N,0.097,0.114,F,Y,A,0,12-DEC-19,NA
6TTN,1.1,OXIDOREDUCTASE,Y,0.127,0.146,T,Y,A,300,29-DEC-19,NA
6TVE,1.1,HYDROLASE,N,0.118,0.133,T,Y,P,524,09-JAN-20,NA
6TVI,1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6U97,1.1,ELECTRONTRANSPORT,N,0.128,0.153,T,Y,A,82,06-SEP-19,NA
6UKF,1,HYDROLASE/DNA,Y,0.155,0.166,T,Y,X,282,04-OCT-19,NA
6UMU,1.2,IMMUNESYSTEM,N,0.154,0.164,T,Y,A,112,10-OCT-19,NA
6UO3,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.184,0.190,T,Y,A,359,14-OCT-19,NA
6UOF,1.2,TRANSCRIPTION,N,0.168,0.186,T,Y,A,114,14-OCT-19,NA
6UYR,1.3,NUCLEARPROTEIN/PROTEINBINDING,Y,0.157,0.173,T,Y,A,90,14-NOV-19,NA
6VCX,1.1,TRANSFERASE,N,0.111,0.135,T,Y,A,386,23-DEC-19,NA
6XUR,1.1,RNA,N,0.155,0.180,F,Y,NA,11,21-JAN-20,NA
6XY7,1.1,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
6Y1J,1.1,PEPTIDEBINDINGPROTEIN,Y,0.170,0.183,T,Y,A,241,12-FEB-20,NA
7A3H,0.95,HYDROLASE,N,NULL,0.130,T,Y,A,300,05-AUG-98,NA
7FD1,1.3,ELECTRONTRANSPORT,N,NULL,NULL,T,N,A,106,11-DEC-98,NA
