PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
6HUR,1.3,TRANSPORTPROTEIN,N,NULL,0.171,Y, 108 ,Y,Y,A, 428 , -   ,09-Oct-18,NA
4OB0,1.2,LYASE,N,0.154,0.186,Y, 65 ,N,Y,A, 430 , -   ,06-Jan-14,NA
1NCW,1.3,IMMUNESYSTEM,Y,NULL,0.208,Y, 97 ,N,Y,L, 430 , -   ,05-Dec-02,NA
4IPM,1.1,HYDROLASE,N,0.123,0.155,Y, 97 ,Y,Y,A, 430 , -   ,10-Jan-13,NA
5UD9,1.3,IMMUNESYSTEM,N,0.18,0.188,N, 107 ,Y,Y,H, 432 , -   ,23-Dec-16,NA
2V3I,1.1,HYDROLASE,Y,0.12,0.14,Y, 43 ,N,Y,A, 433 , -   ,18-Jun-07,NA
1D5T,1,HYDROLASEINHIBITOR,N,NULL,0.208,Y, 97 ,N,Y,A, 433 , -   ,11-Oct-99,NA
1WMD,1.3,HYDROLASE,N,NULL,0.169,Y, 44 ,N,Y,A, 434 , -   ,08-Jul-04,NA
4AYP,0.85,HYDROLASE,N,0.09692,0.10555,Y, 89 ,N,Y,A, 434 , -   ,21-Jun-12,NA
4UHO,1.2,TRANSFERASE,N,0.10631,0.12314,Y, 47 ,N,Y,A, 435 , -   ,25-Mar-15,NA
3PFZ,1.1,HYDROLASE,Y,0.126,0.143,Y, 61 ,Y,Y,A, 435 , -   ,29-Oct-10,NA
6SAO,1.2,HYDROLASE,N,0.111,0.134,Y, 96 ,N,Y,A, 438 , -   ,17-Jul-19,NA
4HZ8,1.1,HYDROLASE,N,0.136,0.161,N, 52 ,N,Y,A, 439 , -   ,14-Nov-12,NA
5Y4Z,1.3,HYDROLASE,Y,0.193,0.216,Y, 70 ,N,Y,A, 440 , -   ,06-Aug-17,NA
5MSO,1.2,OXIDOREDUCTASE,N,0.136,0.152,N, 77 ,N,Y,A, 441 , -   ,05-Jan-17,NA
3WH7,1.1,HYDROLASE,Y,0.114,0.134,Y, 76 ,N,Y,A, 443 , -   ,21-Aug-13,NA
6EVG,1.1,OXIDOREDUCTASE,N,0.126,0.149,N, 54 ,N,Y,A, 444 , -   ,01-Nov-17,NA
6PVJ,1.3,BIOSYNTHETICPROTEIN,Y,0.155,0.175,Y, 80 ,N,Y,A, 444 , -   ,20-Jul-19,NA
5BMN,1.3,ISOMERASE,N,0.166,0.187,N, 74 ,N,Y,A, 447 , -   ,22-May-15,NA
6EH4,1.3,IMMUNESYSTEM,N,0.16,0.191,Y, 81 ,N,Y,D, 448 , -   ,12-Sep-17,NA
2OSX,1.1,HYDROLASE,Y,0.122,0.139,Y, 31 ,N,Y,A, 449 , -   ,06-Feb-07,NA
2VK5,0.97,HYDROLASE,N,NULL,NULL,Y, 51 ,N,Y,A, 449 , -   ,17-Dec-07,NA
4U98,1.1,TRANSFERASE,N,0.146,0.163,Y, 74 ,Y,Y,A, 451 , -   ,05-Aug-14,NA
3ZIY,1,OXIDOREDUCTASE,N,0.11,0.122,Y, 58 ,Y,Y,A, 457 , -   ,14-Jan-13,NA
5L77,1.2,HYDROLASE,N,0.131,0.16,Y, 58 ,N,Y,A, 458 , -   ,02-Jun-16,NA
6HHM,1.2,HYDROLASE,N,0.136,0.153,Y, 80 ,Y,Y,A, 459 , -   ,28-Aug-18,NA
3M6W,1.3,TRANSFERASE,N,0.178,0.191,Y, 85 ,N,Y,A, 459 , -   ,16-Mar-10,NA
3DK9,0.95,OXIDOREDUCTASE,N,NULL,0.152,Y, 86 ,N,Y,A, 462 , -   ,24-Jun-08,NA
3JQ0,1.1,SUGARBINDINGPROTEIN,N,0.118,0.137,Y, 40 ,N,Y,A, 463 , -   ,04-Sep-09,NA
6O5I,1.2,PROTEINBINDING,Y,0.128,0.164,Y, 74 ,N,Y,A, 466 , -   ,03-Mar-19,NA
5D7W,1.1,HYDROLASE,N,0.176,0.186,Y, 81 ,N,Y,A, 469 , -   ,14-Aug-15,NA
3BNJ,1.3,OXIDOREDUCTASE,Y,0.183,0.208,Y, 53 ,N,Y,A, 471 , -   ,14-Dec-07,NA
3VII,0.97,HYDROLASE,N,0.128,0.145,Y, 34 ,N,Y,A, 472 , -   ,03-Oct-11,NA
6I4E,1.2,CONTRACTILEPROTEIN,N,0.137,0.157,Y, 82 ,Y,Y,A, 473 , -   ,09-Nov-18,NA
4EXK,1.3,TRANSPORTPROTEIN,N,0.143,0.178,Y, 64 ,N,Y,NA, 475 , -   ,30-Apr-12,NA
4E9S,1.1,METALBINDINGPROTEIN,N,NULL,NULL,Y, 97 ,N,Y,A, 476 , -   ,21-Mar-12,NA
5JRY,1.2,OXIDOREDUCTASE,N,0.113,0.13,Y, 34 ,Y,Y,A, 477 , -   ,06-May-16,NA
2XFR,0.97,HYDROLASE,N,0.114,0.13,Y, 57 ,N,Y,A, 487 , -   ,28-May-10,NA
4PVK,1.3,OXIDOREDUCTASE,N,0.142,0.16,Y, 65 ,Y,Y,A, 490 , -   ,17-Mar-14,NA
2FBA,1.1,HYDROLASE,N,0.146,0.161,Y, 34 ,N,Y,A, 492 , -   ,09-Dec-05,NA
1WDP,1.3,HYDROLASE,N,0.118,0.174,Y, 113 ,N,Y,A, 493 , -   ,17-May-04,NA
5U3A,0.95,HYDROLASE,N,0.11,0.121,Y, 43 ,Y,Y,A, 495 , -   ,01-Dec-16,NA
4ZA9,1,LYASE,Y,0.131,0.145,Y, 41 ,N,Y,A, 497 , -   ,13-Apr-15,NA
1GWE,0.88,OXIDOREDUCTASE,N,0.089,0.096,Y, 37 ,N,Y,A, 498 , -   ,15-Mar-02,NA
6RI6,0.93,OXIDOREDUCTASE,N,0.106,0.117,Y, 103 ,Y,Y,A, 498 , -   ,23-Apr-19,NA
4REK,0.74,OXIDOREDUCTASE,N,0.113,0.123,Y, 40 ,Y,Y,A, 499 , -   ,23-Sep-14,NA
3PXL,1.2,OXIDOREDUCTASE,N,0.154,0.179,Y, 43 ,Y,Y,A, 499 , -   ,10-Dec-10,NA
1E4M,1.2,HYDROLASE,N,NULL,0.142,Y, 55 ,N,Y,M, 499 , -   ,10-Jul-00,NA
3SGG,1.3,HYDROLASE,N,0.152,0.176,Y, 52 ,N,Y,A, 501 , -   ,14-Jun-11,NA
6HZR,1.2,PEPTIDEBINDINGPROTEIN,N,0.208,0.226,Y, 107 ,N,Y,A, 504 , -   ,23-Oct-18,NA
1GKM,1,LYASE,N,NULL,0.135,Y, 87 ,N,Y,A, 506 , -   ,16-Aug-01,NA
2E4T,0.96,HYDROLASE,N,0.133,0.146,Y, 42 ,N,Y,A, 509 , -   ,16-Dec-06,NA
2VBK,1.3,VIRALPROTEIN,N,0.12,0.142,Y, 52 ,N,Y,A, 511 , -   ,14-Sep-07,NA
6DDM,1.3,IMMUNESYSTEM,N,0.189,0.205,Y, 44 ,N,Y,A, 514 , -   ,10-May-18,NA
6E4D,1.3,METALBINDINGPROTEIN,N,0.168,0.188,N, 105 ,Y,Y,A, 514 , -   ,17-Jul-18,NA
1WVF,1.3,OXIDOREDUCTASE,N,0.146,0.167,Y, 33 ,N,Y,NA, 515 , -   ,15-Dec-04,NA
4S28,1.3,LYASE,N,0.117,0.137,Y, 65 ,N,Y,A, 520 , -   ,19-Jan-15,NA
1JET,1.2,COMPLEX(PEPTIDETRANSPORT/PEPTIDE),Y,NULL,0.255,Y, 75 ,N,N,A, 520 , -   ,03-Jul-96,NA
2FN3,1,LYASE,N,0.128,NULL,Y, 59 ,N,Y,A, 524 , -   ,10-Jan-06,NA
6TVE,1.1,HYDROLASE,N,0.118,0.133,Y, 70 ,Y,Y,P, 524 , -   ,09-Jan-20,NA
3CUZ,1,TRANSFERASE,N,0.153,0.166,Y, 24 ,N,Y,A, 529 , -   ,17-Apr-08,NA
5M10,1.2,OXIDOREDUCTASE,N,0.132,0.165,Y, 110 ,N,Y,A, 529 , -   ,06-Oct-16,NA
6GVD,1.2,HYDROLASE,Y,0.151,0.188,Y, 113 ,N,Y,A, 531 , -   ,20-Jun-18,NA
1T1E,1.2,HYDROLASE,N,0.213,0.244,Y, 46 ,N,N,A, 534 , -   ,16-Apr-04,NA
3B0G,1.3,OXIDOREDUCTASE,N,0.161,0.169,Y, 28 ,N,Y,A, 538 , -   ,09-Jun-11,NA
2D1S,1.3,OXIDOREDUCTASE,N,0.181,0.201,Y, 32 ,N,Y,A, 538 , -   ,31-Aug-05,NA
6SPO,1.2,TRANSLATION,Y,0.138,0.167,Y, 64 ,Y,Y,A, 544 , -   ,02-Sep-19,NA
3DRF,1.3,PEPTIDEBINDINGPROTEIN,Y,0.133,0.161,Y, 34 ,N,Y,A, 547 , -   ,11-Jul-08,NA
4UPI,1.3,HYDROLASE,N,0.142,0.163,Y, 73 ,N,Y,A, 549 , -   ,17-Jun-14,NA
1GNT,1.3,OXIDOREDUCTASE,N,0.158,0.173,Y, 36 ,N,Y,A, 553 , -   ,08-Oct-01,NA
3ZTV,1.3,HYDROLASE,N,0.2005,0.2342,Y, 40 ,N,Y,A, 565 , -   ,12-Jul-11,NA
6N59,1,OXIDOREDUCTASE,N,0.114,0.132,Y, 65 ,Y,Y,A, 571 , -   ,21-Nov-18,NA
3ARX,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.162,0.185,Y, 101 ,N,Y,A, 575 , -   ,09-Dec-10,NA
2BHU,1.1,HYDROLASE,N,0.129,0.159,Y, 57 ,N,Y,A, 580 , -   ,18-Jan-05,NA
3QVP,1.2,OXIDOREDUCTASE,N,0.178,0.188,N, 48 ,N,Y,A, 581 , -   ,25-Feb-11,NA
4A9V,1.1,HYDROLASE,N,0.118,0.117,Y, 301 ,Y,Y,A, 581 , -   ,28-Nov-11,NA
3AJ7,1.3,HYDROLASE,N,0.173,0.186,N, 27 ,N,Y,A, 586 , -   ,26-May-10,NA
4D6G,1.2,HYDROLASE,N,0.118,0.133,Y, 34 ,N,Y,A, 587 , -   ,11-Nov-14,NA
5MFA,1.2,OXIDOREDUCTASE,N,0.124,0.143,Y, 87 ,Y,Y,A, 587 , -   ,17-Nov-16,NA
6R2W,1.3,HYDROLASE,Y,0.171,0.194,Y, 120 ,Y,Y,L, 592 , -   ,19-Mar-19,NA
4CJ0,1.1,HYDROLASE/DENOVOPROTEIN,Y,0.108,0.125,Y, 192 ,N,Y,A, 594 , -   ,18-Dec-13,NA
4XOT,1.1,VIRALPROTEIN,N,0.107,0.13,Y, 143 ,N,Y,A, 597 , -   ,16-Jan-15,NA
4Y9V,0.9,LYASE,N,0.097,0.109,Y, 53 ,N,Y,A, 603 , -   ,17-Feb-15,NA
3U9W,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.134,0.161,Y, 45 ,N,Y,A, 608 , -   ,20-Oct-11,NA
4GMU,1.2,LYASE,Y,0.172,0.196,Y, 66 ,N,Y,A, 610 , -   ,16-Aug-12,NA
3WA2,1.1,OXIDOREDUCTASE,N,0.131,0.15,Y, 213 ,Y,Y,X, 620 , -   ,22-Apr-13,NA
4KXW,0.97,TRANSFERASE,Y,0.099,0.121,Y, 230 ,N,Y,A, 621 , -   ,28-May-13,NA
2BMO,1.2,OXIDOREDUCTASE,N,0.156,0.172,Y, 69 ,N,Y,A, 631 , -   ,15-Mar-05,NA
4UDX,1,OXIDOREDUCTASE,N,0.132,0.157,Y, 152 ,Y,Y,X, 633 , -   ,12-Dec-14,NA
4HM8,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR17-OCT-12,N,0.171,0.194,Y, 53 ,N,Y,A, 638 , -   ,4HM8,NA
5CGQ,1.2,LYASE/LYASEINHIBITOR,N,0.141,0.161,Y, 74 ,N,Y,A, 658 , -   ,09-Jul-15,NA
3JU4,0.98,HYDROLASE,N,NULL,0.133,Y, 87 ,N,Y,A, 670 , -   ,14-Sep-09,NA
5XVT,0.85,TRANSFERASE,Y,0.133,0.139,Y, 31 ,N,Y,A, 675 , -   ,28-Jun-17,NA
6P2L,1.1,HYDROLASE,N,0.119,0.14,Y, 65 ,Y,Y,A, 685 , -   ,21-May-19,NA
3FED,1.3,HYDROLASE,N,0.131,0.147,Y, 51 ,N,Y,A, 690 , -   ,28-Nov-08,NA
2E7Z,1.3,LYASE,N,0.161,0.195,Y, 37 ,N,Y,A, 727 , -   ,15-Jan-07,NA
1W7C,1.2,OXIDOREDUCTASE,N,0.113,0.146,Y, 122 ,Y,Y,A, 736 , -   ,01-Sep-04,NA
5M5Z,1.3,TRANSFERASE,N,0.124,0.141,Y, 42 ,N,Y,A, 754 , -   ,23-Oct-16,NA
1RWH,1.3,LYASE,N,0.114,0.142,Y, 53 ,N,N,A, 754 , -   ,16-Dec-03,NA
5JSK,0.95,OXIDOREDUCTASE,N,0.111,0.12,Y, 37 ,Y,Y,A, 765 , -   ,08-May-16,NA
1GK9,1.3,ANTIBIOTICRESISTANCE,N,NULL,0.169,Y, 86 ,N,Y,A, 765 , -   ,10-Aug-01,NA
1EU1,1.3,OXIDOREDUCTASE,N,NULL,0.145,Y, 35 ,N,N,A, 766 , -   ,13-Apr-00,NA
5O0S,1.2,HYDROLASE,N,0.14,0.163,Y, 74 ,N,Y,A, 768 , -   ,16-May-17,NA
5OL4,1.3,HYDROLASE,N,0.12,0.137,Y, 124 ,N,Y,A, 790 , -   ,26-Jul-17,NA
4U9H,0.89,OXIDOREDUCTASE,N,0.096,0.106,Y, 66 ,Y,Y,S, 798 , -   ,06-Aug-14,NA
4WFO,1.1,OXIDOREDUCTASE,N,0.108,0.128,Y, 83 ,Y,Y,A, 826 , -   ,16-Sep-14,NA
3B34,1.3,HYDROLASE,Y,0.177,0.194,Y, 43 ,N,Y,A, 866 , -   ,19-Oct-07,NA
4USA,1.1,OXIDOREDUCTASE,N,0.103,0.122,Y, 74 ,N,Y,A, 906 , -   ,03-Jul-14,NA
3OG2,1.2,HYDROLASE,N,0.139,0.171,Y, 118 ,N,Y,A, 986 , -   ,16-Aug-10,NA
3BVX,1.1,HYDROLASE,N,0.158,0.19,Y, 143 ,N,Y,A," 1,016 ", -   ,07-Jan-08,Contains AASN and BASN.possibly should be 1045
6TIW,1.1,CELLCYCLE,N,NA,NA,N, 246 ,N,N,K," 1,201 ", -   ,22-Nov-19,NA
