PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,DATE,COMMENTS
5WIQ,1.3,PROTEINFIBRIL,Y,0.153,0.168,Y,AB,19-JUL-17,NA
5WKB,1,PROTEINFIBRIL,N,0.225,0.270,Y,A,24-JUL-17,NA
5WMG,1.2,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.130,0.146,Y,A,28-JUL-17,NA
5WQJ,1.2,TRANSFERASE/INHIBITOR,N,0.141,0.171,Y,AB,27-NOV-16,NA
5WS7,1,HYDROLASE,Y,0.118,0.138,Y,AB,05-DEC-16,NA
5WSF,1.1,METALBINDINGPROTEIN,N,NULL,0.183,Y,ABCD,06-DEC-16,NA
5WSQ,1.1,DNA,N,0.156,0.175,Y,AB,08-DEC-16,NA
5WXH,1.3,HYDROLASE,N,0.154,0.175,Y,AC,07-JAN-17,NA
5X2E,1.3,CELLADHESION,N,0.183,0.216,Y,A,31-JAN-17,NA
5X5M,1.2,HYDROLASE/ANTIBIOTIC,N,0.181,0.195,Y,AB,16-FEB-17,NA
5X7L,1.2,ISOMERASE,N,0.151,0.166,Y,AB,27-FEB-17,NA
5X9L,0.9,PLANTPROTEIN,N,NULL,0.129,Y,A,08-MAR-17,NA
5X9M,0.93,PLANTPROTEIN,N,NULL,0.147,Y,A,08-MAR-17,NA
5XA4,1.3,TRANSPORTPROTEIN,N,0.169,0.183,Y,AB,10-MAR-17,NA
5XBC,1.2,HYDROLASE,N,0.172,0.193,Y,AB,16-MAR-17,NA
5XBU,1,HYDROLASE,N,0.126,0.144,Y,A,21-MAR-17,NA
5XCT,1.2,IMMUNESYSTEM,N,0.154,0.185,Y,A,23-MAR-17,NA
5XCY,1.2,HYDROLASE,N,0.139,0.158,Y,A,24-MAR-17,NA
5XEC,1.1,ELECTRONTRANSPORT,N,0.176,0.197,Y,C,04-APR-17,NA
5XH2,1.2,HYDROLASE,N,0.100,0.125,Y,A,19-APR-17,NA
5XHI,1.3,OXIDOREDUCTASE,N,0.127,0.153,Y,A,21-APR-17,NA
5XJZ,0.98,DNA,Y,0.124,0.131,Y,AB,04-MAY-17,NA
5XMO,1.2,ELECTRONTRANSPORT,N,0.130,0.161,Y,A,16-MAY-17,NA
5XPF,1,HYDROLASE,N,NULL,0.193,Y,A,01-JUN-17,NA
5XQP,1,ANTIFREEZEPROTEIN,N,0.112,0.125,Y,ABCD,07-JUN-17,NA
5XQR,1.3,ANTIFREEZEPROTEIN,N,0.133,0.156,Y,AB,07-JUN-17,NA
5XQU,1,ANTIFREEZEPROTEIN,N,0.121,0.133,Y,A,07-JUN-17,NA
5XQV,0.97,ANTIFREEZEPROTEIN,N,0.130,0.158,Y,A,07-JUN-17,NA
5XR0,0.98,ANTIFREEZEPROTEIN,N,0.110,0.121,Y,A,07-JUN-17,NA
5XSG,0.73,RNABINDINGPROTEIN,N,0.263,0.289,Y,A,14-JUN-17,NA
5XVT,0.85,TRANSFERASE,Y,0.133,0.139,Y,A,28-JUN-17,NA
5XW2,1.3,BIOSYNTHETICPROTEIN,N,0.169,0.185,Y,A,29-JUN-17,NA
5XX2,1.1,HYDROLASE,N,0.131,0.146,Y,AB,01-JUL-17,NA
5XX3,1.1,HYDROLASE,N,0.157,0.193,Y,AB,01-JUL-17,NA
5XX8,1.3,HYDROLASE,N,0.165,0.206,Y,AB,01-JUL-17,NA
5XYP,1.2,HYDROLASE,N,0.123,0.143,Y,AB,10-JUL-17,NA
5XYQ,1.1,HYDROLASE,N,0.123,0.143,Y,AB,10-JUL-17,NA
5XYS,1.1,HYDROLASE,N,0.134,0.152,Y,AB,10-JUL-17,NA
5Y0M,1,HYDROLASE,N,0.117,0.134,Y,AB,18-JUL-17,NA
5Y1F,1.3,OXIDOREDUCTASE,N,0.158,0.181,Y,A,20-JUL-17,NA
5Y45,1,STRUCTURALPROTEIN,N,0.146,0.175,Y,ABCDEF,01-AUG-17,NA
5Y4Z,1.3,HYDROLASE,Y,0.193,0.216,Y,A,06-AUG-17,NA
5Y90,1.3,TRANSFERASE,N,0.129,0.167,Y,A,22-AUG-17,NA
5Y9Z,1.1,TRANSFERASE,N,0.157,0.179,Y,AB,29-AUG-17,NA
5YC6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.198,0.228,Y,U,06-SEP-17,NA
5YCE,0.77,OXYGENSTORAGE,N,0.145,0.162,Y,A,07-SEP-17,NA
5YDE,1,TRANSCRIPTION,N,0.120,0.139,Y,A,13-SEP-17,NA
5YH4,1.3,HYDROLASEINHIBITOR,N,0.175,0.188,Y,A,27-SEP-17,NA
5YKZ,1.2,VIRALPROTEIN,N,0.152,0.170,Y,AB,16-OCT-17,NA
5YO6,1.2,ELECTRONTRANSPORT,N,0.215,0.237,Y,A,26-OCT-17,NA
5YOB,1.1,ELECTRONTRANSPORT,N,0.167,0.177,Y,A,27-OCT-17,NA
5YOK,0.85,HYDROLASE/HYDROLASEINHIBITOR,Y,0.103,0.125,Y,AB,29-OCT-17,NA
5YRH,1.2,SUGARBINDINGPROTEIN,N,0.193,0.225,Y,A,09-NOV-17,NA
5YSX,1.2,CELLADHESION,N,0.155,0.167,Y,A,16-NOV-17,NA
5YVK,1.3,TRANSFERASE,N,0.166,0.187,Y,A,26-NOV-17,NA
5YW3,1.2,ELECTRONTRANSPORT,N,0.129,0.173,Y,ABCD,28-NOV-17,NA
5YYP,1,PLANTPROTEIN,N,NULL,0.136,Y,A,10-DEC-17,NA
5YYQ,1.1,PLANTPROTEIN,N,NULL,0.141,Y,A,10-DEC-17,NA
5YYR,1.1,PLANTPROTEIN,N,NULL,0.155,Y,A,10-DEC-17,NA
5Z37,1.3,HYDROLASE,N,0.157,0.179,Y,A,05-JAN-18,NA
5Z3B,1.3,HYDROLASE,N,0.112,0.125,Y,A,05-JAN-18,NA
5Z3D,1.3,HYDROLASE,N,0.114,0.134,Y,A,05-JAN-18,NA
5Z3E,1.1,HYDROLASE,N,0.108,0.118,Y,A,05-JAN-18,NA
5Z42,1.3,DNABINDINGPROTEIN,N,0.191,0.204,Y,A,10-JAN-18,NA
5Z95,1.2,HYDROLASE,N,0.130,0.143,Y,A,02-FEB-18,NA
5ZAT,1.1,DNA,N,0.157,0.181,Y,AB,08-FEB-18,NA
5ZB0,1.2,TRANSFERASE,Y,0.130,0.153,Y,AB,09-FEB-18,NA
5ZCK,1.3,PROTEINFIBRIL,N,0.139,0.153,Y,NA,18-FEB-18,NA
5ZG2,1.3,TRANSPORTPROTEIN,Y,0.171,0.190,Y,AB,07-MAR-18,NA
5ZGF,1.2,HYDROLASE,N,0.153,0.176,Y,A,08-MAR-18,NA
5ZGL,0.95,RNABINDINGPROTEIN,N,0.102,0.121,Y,NA,09-MAR-18,NA
5ZGW,0.95,HYDROLASE,N,0.129,0.140,Y,A,10-MAR-18,NA
5ZH9,1.1,HYDROLASE,N,0.138,0.148,Y,A,12-MAR-18,NA
5ZHZ,1.2,DNABINDINGPROTEIN,N,0.140,0.159,Y,A,13-MAR-18,NA
5ZIM,1.3,PROTONTRANSPORT,N,NULL,0.148,Y,A,16-MAR-18,NA
5ZIW,1.3,HYDROLASE,N,0.144,0.162,Y,A,17-MAR-18,NA
5ZN1,1.1,TRANSFERASE,N,0.161,0.180,Y,A,07-APR-18,NA
5ZN2,1.2,TRANSFERASE,N,0.153,0.181,Y,A,07-APR-18,NA
5ZRC,1.1,HYDROLASE,N,0.144,0.172,Y,A,24-APR-18,NA
5ZRQ,1.1,HYDROLASE,N,0.122,0.142,Y,A,25-APR-18,NA
5ZRY,1.3,PROTEINBINDING,Y,0.170,0.199,Y,NA,25-APR-18,NA
5ZTD,1.1,ELECTRONTRANSPORT,N,NULL,0.151,Y,AB,02-MAY-18,NA
5ZW7,1.3,BIOSYNTHETICPROTEIN,Y,0.114,0.127,Y,A,14-MAY-18,NA
5ZX8,1,HYDROLASE,N,0.129,0.143,Y,A,18-MAY-18,NA
5ZXE,1.3,CELLCYCLE,N,0.172,0.201,Y,NA,19-MAY-18,NA
6A4U,1.2,METALBINDINGPROTEIN,N,0.139,0.157,Y,ABCDEF,21-JUN-18,NA
6A56,1.2,SUGARBINDINGPROTEIN,N,0.144,0.176,Y,AB,22-JUN-18,NA
6A9S,1.2,VIRALPROTEIN,N,0.108,0.130,Y,A,16-JUL-18,NA
6AEM,1.3,UNKNOWNFUNCTION,N,0.153,0.186,Y,AB,05-AUG-18,NA
6AF7,1.3,HYDROLASE,N,0.101,0.120,Y,A,08-AUG-18,NA
6AFM,1.3,HYDROLASE,N,0.151,0.168,Y,A,08-AUG-18,NA
6AID,1.3,HYDROLASE,N,0.135,0.165,Y,A,22-AUG-18,NA
6AIS,1.3,DENOVOPROTEIN,N,0.178,0.203,Y,O,24-AUG-18,NA
6AKN,1.2,ELECTRONTRANSPORT,N,NULL,0.133,Y,AB,03-SEP-18,NA
6ANM,0.64,DENOVOPROTEIN,N,0.086,0.090,Y,A,14-AUG-17,NA
6ANN,0.76,DENOVOPROTEIN,N,0.144,0.157,Y,ABCDE,14-AUG-17,NA
6AO9,1.1,LYASE,N,0.188,0.195,Y,A,15-AUG-17,NA
6AP8,1.3,PLANTPROTEIN,N,0.121,0.154,Y,AB,17-AUG-17,NA
6APO,1.2,IMMUNESYSTEM,N,0.149,0.173,Y,A,17-AUG-17,NA
6AQT,1.1,DNA,N,0.195,0.231,Y,ABCDEF,21-AUG-17,NA
6AQV,1.3,DNA,N,0.132,0.147,Y,ABCDEF,21-AUG-17,NA
6AQW,1.3,DNA,N,0.169,0.184,Y,ABCDEFGH,21-AUG-17,NA
6AR0,1.1,SIGNALINGPROTEIN,N,0.164,0.179,Y,A,21-AUG-17,NA
6AT0,1.3,TRANSCRIPTION,N,0.242,0.260,Y,A,27-AUG-17,NA
6AT8,1.1,LIPIDBINDINGPROTEIN,N,0.127,0.149,Y,A,28-AUG-17,NA
6ATR,1.3,TRANSFERASE,Y,0.168,0.182,Y,AB,29-AUG-17,NA
6AVX,1.3,HYDROLASE,N,0.151,0.166,Y,A,04-SEP-17,NA
6AXZ,0.75,PROTEINFIBRIL,N,0.243,0.246,Y,A,07-SEP-17,NA
6AYM,1.3,HYDROLASETRANSFERASE,N,0.190,0.205,Y,AB,08-SEP-17,NA
6B00,0.9,LYASE,N,0.121,0.144,Y,A,13-SEP-17,NA
6B17,1.3,DENOVOPROTEIN,N,0.133,0.148,Y,ABEFDC,17-SEP-17,NA
6B1K,1.2,ISOMERASE/ISOMERASEINHIBITOR,Y,0.136,0.154,Y,ABC,18-SEP-17,NA
6B26,1.2,PROTEINBINDING,N,0.153,0.169,Y,A,19-SEP-17,NA
6B29,1.3,PROTEINBINDING,N,0.158,0.189,Y,ABCD,19-SEP-17,NA
6B8F,1.1,OXIDOREDUCTASE,N,0.092,0.103,Y,A,07-OCT-17,NA
6BEV,1,TRANSFERASE,N,0.130,0.144,Y,NA,25-OCT-17,NA
6BG3,1.1,HYDROLASELIGASE/INHIBITOR,N,0.157,0.174,Y,A,27-OCT-17,NA
6BGY,1.2,OXIDOREDUCTASE/INHIBITOR,N,0.167,0.193,Y,A,29-OCT-17,NA
6BHD,1.3,TRANSFERASE,N,0.149,0.183,Y,A,30-OCT-17,NA
6BIO,1.2,HYDROLASE,N,0.165,0.192,Y,NA,02-NOV-17,NA
6BN3,1.3,HYDROLASE,N,0.169,0.214,Y,A,16-NOV-17,NA
6BO0,1.2,OXIDOREDUCTASE,N,0.124,0.155,Y,A,17-NOV-17,NA
6BQA,1,GENEREGULATION,Y,0.163,0.171,Y,A,27-NOV-17,NA
6BT6,1.1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.127,0.148,Y,AB,05-DEC-17,NA
6BTK,1.1,PROTEINFIBRIL,N,0.141,0.162,Y,A,06-DEC-17,NA
6BU3,1.1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.142,0.166,Y,AB,08-DEC-17,NA
6BWZ,1.1,PROTEINFIBRIL,Y,0.143,0.165,Y,A,15-DEC-17,NA
6BXD,1.1,IMMUNESYSTEM,N,0.177,0.179,Y,A,18-DEC-17,NA
6BXV,1.1,PROTEINFIBRIL,Y,0.138,0.148,Y,A,19-DEC-17,NA
6BXX,1.1,PROTEINFIBRIL,Y,0.064,0.087,Y,A,19-DEC-17,NA
6BZM,0.9,PROTEINFIBRIL,Y,0.230,0.264,Y,AB,24-DEC-17,NA
6BZP,1.1,PROTEINFIBRIL,Y,0.223,0.255,Y,AB,25-DEC-17,NA
6C17,1.1,ISOMERASE,N,0.148,0.174,Y,A,04-JAN-18,NA
6C1J,1.1,ISOMERASE,N,0.130,0.154,Y,A,04-JAN-18,NA
6C1X,1.1,ISOMERASE,N,0.144,0.172,Y,A,05-JAN-18,NA
6C1Z,1.3,LIPIDBINDINGPROTEIN,N,0.191,0.210,Y,A,05-JAN-18,NA
6C2O,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.124,0.144,Y,A,08-JAN-18,NA
6C3T,1,PROTEINFIBRIL,N,0.111,0.124,Y,AB,10-JAN-18,NA
6C4Q,1.2,TRANSPORTPROTEIN,N,0.130,0.145,Y,A,12-JAN-18,NA
6C7A,1.1,HYDROLASE,N,NULL,0.150,Y,A,22-JAN-18,NA
6C9O,1.2,IMMUNESYSTEM,N,0.152,0.179,Y,AB,28-JAN-18,NA
6CAF,1.3,PLANTPROTEIN,N,0.097,0.128,Y,A,30-JAN-18,NA
6CAX,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.160,0.171,Y,A,01-FEB-18,NA
6CB9,1.1,PROTEINFIBRIL,Y,0.199,0.243,Y,A,02-FEB-18,NA
6CBU,1.2,TRANSPORTPROTEIN,N,0.144,0.153,Y,A,05-FEB-18,NA
6CDX,1,PROTEINBINDING,N,0.204,0.226,Y,AB,09-FEB-18,NA
6CEW,1.2,PROTEINFIBRIL,Y,0.199,0.218,Y,AB,12-FEB-18,NA
6CF3,1.1,OXIDOREDUCTASE,Y,0.149,0.167,Y,A,13-FEB-18,NA
6CF4,0.75,PROTEINFIBRIL,N,0.235,0.251,Y,A,13-FEB-18,NA
6CHE,1.1,IMMUNESYSTEM,N,0.131,0.147,Y,A,22-FEB-18,NA
6CKP,1.1,ELECTRONTRANSPORT,N,0.142,0.161,Y,A,28-FEB-18,NA
6CLC,1,PROTEINFIBRIL,N,0.176,0.159,Y,A,02-MAR-18,NA
6CLD,1,PROTEINFIBRIL,N,0.220,0.213,Y,A,02-MAR-18,NA
6CLE,1,PROTEINFIBRIL,N,0.245,0.244,Y,A,02-MAR-18,NA
6CLF,1.1,PROTEINFIBRIL,N,0.268,0.293,Y,A,02-MAR-18,NA
6CLI,1,PROTEINFIBRIL,N,0.192,0.196,Y,A,02-MAR-18,NA
6CLJ,1,PROTEINFIBRIL,N,0.204,0.196,Y,A,02-MAR-18,NA
6CLK,1,PROTEINFIBRIL,N,0.261,0.267,Y,A,02-MAR-18,NA
6CLL,1,PROTEINFIBRIL,N,0.249,0.280,Y,A,02-MAR-18,NA
6CLM,1,PROTEINFIBRIL,N,0.231,0.255,Y,A,02-MAR-18,NA
6CLN,1.1,PROTEINFIBRIL,N,0.217,0.221,Y,A,02-MAR-18,NA
6CLO,1.1,PROTEINFIBRIL,N,0.266,0.268,Y,A,02-MAR-18,NA
6CLP,1.2,PROTEINFIBRIL,N,0.243,0.277,Y,A,02-MAR-18,NA
6CLQ,1.2,PROTEINFIBRIL,N,0.238,0.262,Y,A,02-MAR-18,NA
6CNE,1.2,IMMUNESYSTEM,N,0.170,0.198,Y,AB,08-MAR-18,NA
6CNU,1.1,TOXIN,N,0.191,0.209,Y,A,09-MAR-18,NA
6CNW,0.92,IMMUNESYSTEM,N,0.126,0.139,Y,A,09-MAR-18,NA
6CPB,1.2,TRANSCRIPTION,N,0.130,0.147,Y,NA,13-MAR-18,NA
6CPZ,1.1,IMMUNESYSTEM,N,0.138,0.156,Y,AB,14-MAR-18,NA
6CQ3,1.3,DNA,N,0.151,0.189,Y,AB,14-MAR-18,NA
6CTE,1.2,IMMUNESYSTEM,N,0.153,0.175,Y,AB,22-MAR-18,NA
6CUN,1.3,LYASE,N,0.182,0.202,Y,A,26-MAR-18,NA
6CWK,1.3,IMMUNESYSTEM,N,0.156,0.176,Y,A,30-MAR-18,NA
6CWM,1.1,SUGARBINDINGPROTEIN,N,0.132,0.159,Y,A,30-MAR-18,NA
6CWR,1.2,SUGARBINDINGPROTEIN,Y,0.148,0.179,Y,A,30-MAR-18,NA
6CXX,1.3,OXIDOREDUCTASE,Y,0.173,0.208,Y,AB,04-APR-18,NA
6D30,1.2,HYDROLASE/RNA,N,0.150,0.172,Y,A,14-APR-18,NA
6D7A,1.1,LIPIDBINDINGPROTEIN,N,0.142,0.164,Y,AB,24-APR-18,NA
6D9I,1.1,HYDROLASE,N,0.157,0.186,Y,AB,30-APR-18,NA
6D9N,1.2,OXIDOREDUCTASE,N,0.141,0.158,Y,AB,30-APR-18,NA
6D9Y,1.3,OXIDOREDUCTASE,N,0.143,0.152,Y,AB,30-APR-18,NA
6DBA,1.3,IMMUNESYSTEM,N,0.162,0.182,Y,AB,02-MAY-18,NA
6DCM,1,BLOODCLOTTING,N,0.142,0.157,Y,A,07-MAY-18,NA
6DDM,1.3,IMMUNESYSTEM,N,0.189,0.205,Y,A,10-MAY-18,NA
6DF4,1.3,TRANSCRIPTION/INHIBITOR,Y,0.172,0.187,Y,A,14-MAY-18,NA
6DGA,1.2,UNKNOWNFUNCTION,N,0.164,0.193,Y,A,17-MAY-18,NA
6DIX,1,PROTEINFIBRIL,N,0.105,0.125,Y,ABCD,23-MAY-18,NA
6DIY,0.9,PROTEINFIBRIL,N,0.099,0.120,Y,A,24-MAY-18,NA
6DJ0,1.3,PROTEINFIBRIL,N,0.186,0.218,Y,NA,24-MAY-18,NA
6DKY,1.2,UNKNOWNFUNCTION,N,0.199,0.223,Y,AB,31-MAY-18,NA
6DKZ,0.99,PLANTPROTEIN,N,0.173,0.174,Y,A,31-MAY-18,NA
6DL0,1.2,PLANTPROTEIN,N,0.121,0.126,Y,A,31-MAY-18,NA
6DL1,1,PLANTPROTEIN,N,0.194,0.211,Y,A,31-MAY-18,NA
6DMH,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.117,0.143,Y,A,05-JUN-18,NA
6DOP,1.3,HYDROLASE/DNA/RNA,Y,0.163,0.178,Y,A,09-JUN-18,NA
6DQH,1.1,HYDROLASE,N,0.179,0.196,Y,A,11-JUN-18,NA
6DT3,1.2,HYDROLASE,N,0.155,0.187,Y,AB,15-JUN-18,NA
6DTV,1.1,REPLICATION,N,0.125,0.137,Y,A,18-JUN-18,NA
6DUB,1.2,TRANSFERASE,N,0.155,0.178,Y,AB,20-JUN-18,NA
6DWQ,1.3,HYDROLASE,N,0.123,0.148,Y,A,27-JUN-18,NA
6DY5,1.3,DNA,Y,0.216,0.254,Y,AB,01-JUL-18,NA
6DYF,1.1,METALBINDINGPROTEIN,N,0.147,0.165,Y,AB,01-JUL-18,NA
6E0O,1.3,TRANSFERASE/RNA,N,0.143,0.164,Y,A,06-JUL-18,NA
6E1F,1.2,OXIDOREDUCTASE,N,0.133,0.169,Y,ABCD,09-JUL-18,NA
6E1Z,1.1,GENEREGULATION/INHIBITOR,N,0.143,0.163,Y,AB,10-JUL-18,NA
6E3D,1.3,METALBINDINGPROTEIN,N,0.133,0.165,Y,A,13-JUL-18,NA
6E4D,1.3,METALBINDINGPROTEIN,N,0.168,0.188,Y,A,17-JUL-18,NA
6E6O,0.7,SIGNALINGPROTEIN,N,0.166,0.184,Y,A,25-JUL-18,NA
6E6Q,1.2,ELECTRONTRANSPORT,N,0.123,0.148,Y,AB,25-JUL-18,NA
6E7E,1.1,PROTEINBINDING,N,0.142,0.169,Y,A,26-JUL-18,NA
6E85,1.3,HYDROLASE,N,0.115,0.139,Y,AB,27-JUL-18,NA
6EEX,1.1,PROTEINFIBRIL,N,0.062,0.069,Y,A,15-AUG-18,NA
6EEY,1.1,STRUCTURALPROTEIN,N,0.160,0.182,Y,A,15-AUG-18,NA
6EF7,1,SUGARBINDINGPROTEIN,N,0.126,0.141,Y,A,16-AUG-18,NA
6EFN,1.3,OXIDOREDUCTASE,N,0.145,0.169,Y,A,16-AUG-18,NA
6EH4,1.3,IMMUNESYSTEM,N,0.160,0.191,Y,D,12-SEP-17,NA
6EIO,0.84,ANTIFREEZEPROTEIN,N,0.116,0.128,Y,A,19-SEP-17,NA
6EKG,1.1,METALBINDINGPROTEIN,N,0.155,0.172,Y,Y,26-SEP-17,NA
6EKZ,1.1,OXIDOREDUCTASE,N,0.159,0.163,Y,A,27-SEP-17,NA
6ELM,1.1,STRUCTURALGENOMICS,N,0.140,0.168,Y,A,29-SEP-17,NA
6ELV,1.1,OXIDOREDUCTASE,N,0.148,0.161,Y,A,29-SEP-17,NA
6ELW,1.3,OXIDOREDUCTASE,N,0.125,0.155,Y,NA,29-SEP-17,NA
6EMN,1.3,TRANSPORTPROTEIN,Y,0.146,0.170,Y,A,03-OCT-17,NA
6ENI,1.1,TRANSCRIPTION,N,0.159,0.176,Y,AB,04-OCT-17,NA
6ENN,1.2,TRANSCRIPTION,N,0.150,0.180,Y,AB,05-OCT-17,NA
6ENP,1,HYDROLASE,N,0.123,0.145,Y,A,05-OCT-17,NA
6ENS,1.3,SIGNALINGPROTEIN,N,0.127,0.168,Y,A,06-OCT-17,NA
6EQE,0.92,HYDROLASE,N,0.101,0.110,Y,A,12-OCT-17,NA
6ER4,1.3,SUGARBINDINGPROTEIN,N,0.110,0.135,Y,AB,16-OCT-17,NA
6ESM,1.1,HYDROLASE,Y,0.157,0.172,Y,A,23-OCT-17,NA
6ET6,1.2,ANTIMICROBIALPROTEIN,N,0.149,0.169,Y,A,25-OCT-17,NA
6ETC,1.2,STRUCTURALPROTEIN,N,0.147,0.175,Y,X,26-OCT-17,NA
6ETL,0.85,HYDROLASE,N,NULL,0.122,Y,A,27-OCT-17,NA
6EUW,1,RNABINDINGPROTEIN,N,0.141,0.164,Y,A,31-OCT-17,NA
6EV6,1.1,LYASE,N,0.149,0.169,Y,A,01-NOV-17,NA
6EV7,1.1,LYASE,N,0.153,0.168,Y,A,01-NOV-17,NA
6EV8,1,LYASE,N,0.147,0.165,Y,A,01-NOV-17,NA
6EVD,1.2,LYASE,N,0.145,0.162,Y,A,01-NOV-17,NA
6EVG,1.1,OXIDOREDUCTASE,N,0.126,0.149,Y,A,01-NOV-17,NA
6EVH,0.9,ANTIBIOTIC,N,NULL,NULL,Y,A,01-NOV-17,NA
6EW4,1.3,LIPIDTRANSPORT,N,0.173,0.224,Y,A,03-NOV-17,NA
6EXX,1.1,RNABINDINGPROTEIN,N,0.144,0.163,Y,A,10-NOV-17,NA
6EXZ,1.3,TRANSPORTPROTEIN,N,0.171,0.207,Y,A,10-NOV-17,NA
6EY1,1.2,OXIDOREDUCTASE,N,0.123,0.138,Y,A,10-NOV-17,NA
6F1J,1.3,HYDROLASE,N,0.121,0.136,Y,AB,22-NOV-17,NA
6F4Q,1.1,OXIDOREDUCTASE,Y,0.140,0.153,Y,A,29-NOV-17,NA
6F4R,1.3,OXIDOREDUCTASE,Y,0.144,0.162,Y,A,30-NOV-17,NA
6F4T,1.2,OXIDOREDUCTASE,Y,0.142,0.154,Y,A,30-NOV-17,NA
6F54,1.1,ISOMERASE,N,0.190,0.199,Y,AB,30-NOV-17,NA
6F8B,1.3,HYDROLASE,N,0.144,0.159,Y,A,12-DEC-17,NA
6F9M,1.3,HYDROLASE,N,0.130,0.150,Y,AB,14-DEC-17,NA
6F9O,1.1,HYDROLASE,N,0.111,0.132,Y,A,15-DEC-17,NA
6FAL,1.2,TRANSCRIPTION,N,0.163,0.179,Y,AB,15-DEC-17,NA
6FC0,1.3,TRANSLATION,Y,0.165,0.201,Y,A,20-DEC-17,NA
6FDG,1.3,HYDROLASE,N,0.179,0.198,Y,ABCD,22-DEC-17,NA
6FEA,1.2,METALBINDINGPROTEIN,N,0.118,0.145,Y,AD,31-DEC-17,NA
6FEX,1.3,TRANSFERASE,N,0.139,0.174,Y,A,03-JAN-18,NA
6FF1,1.3,CHAPERONE,N,0.144,0.172,Y,A,03-JAN-18,NA
6FF2,1.3,CHAPERONE,N,0.167,0.202,Y,AB,03-JAN-18,NA
6FG4,1.1,PROTEINFIBRIL,N,0.163,0.194,Y,A,09-JAN-18,NA
6FG8,1.3,PROTEINBINDING,Y,0.153,0.184,Y,A,10-JAN-18,NA
6FGG,1.1,TRANSCRIPTION,Y,0.147,0.155,Y,A,10-JAN-18,NA
6FI2,1.2,LYASE,N,0.140,0.166,Y,A,16-JAN-18,NA
6FIH,1.1,PLANTPROTEIN,N,0.160,0.183,Y,A,18-JAN-18,NA
6FIY,1.1,OXIDOREDUCTASE,N,0.126,0.150,Y,AB,19-JAN-18,NA
6FJ7,1.1,PROTEINBINDING,N,0.155,0.195,Y,A,21-JAN-18,NA
6FJN,0.97,VIRALPROTEIN,N,0.183,0.195,Y,A,22-JAN-18,NA
6FK1,1.3,ISOMERASE,N,0.164,0.181,Y,A,23-JAN-18,NA
6FL2,1.3,OXIDOREDUCTASE,N,0.116,0.141,Y,AB,25-JAN-18,NA
6FM7,1,HYDROLASE,N,0.117,0.136,Y,A,30-JAN-18,NA
6FMB,1.3,RNABINDINGPROTEIN,N,0.145,0.176,Y,A,30-JAN-18,NA
6FMC,0.9,SIGNALINGPROTEIN,Y,0.110,0.132,Y,A,30-JAN-18,NA
6FNK,1,TRANSFERASE,N,0.196,0.220,Y,A,04-FEB-18,NA
6FPO,1.1,OXIDOREDUCTASE,N,0.116,0.134,Y,ST,11-FEB-18,NA
6FRE,1.2,SPLICING,N,0.176,0.188,Y,A,15-FEB-18,NA
6FSG,1.3,ELECTRONTRANSPORT,N,0.152,0.171,Y,A,19-FEB-18,NA
6FSN,1.2,TRANSFERASE,N,0.211,0.227,Y,A,19-FEB-18,NA
6FT2,1.3,TRANSPORTPROTEIN,Y,0.181,0.202,Y,A,20-FEB-18,NA
6FTF,1.1,SIGNALINGPROTEIN,N,0.151,0.160,Y,B,21-FEB-18,NA
6FU9,1.2,ANTIFUNGALPROTEIN,Y,0.150,0.184,Y,AC,26-FEB-18,NA
6FUC,1.2,TRANSFERASE,N,0.139,0.169,Y,A,26-FEB-18,NA
6FVI,1,CELLCYCLE,N,0.137,0.152,Y,A,02-MAR-18,NA
6FWG,1.1,HYDROLASE,N,0.121,0.138,Y,A,06-MAR-18,NA
6FWW,1.1,FLUORESCENTPROTEIN,N,0.185,0.204,Y,A,07-MAR-18,NA
6FYJ,1.3,OXIDOREDUCTASE,Y,0.174,0.193,Y,A,12-MAR-18,NA
6FZ9,1.2,HYDROLASE,N,0.159,0.177,Y,A,14-MAR-18,NA
6G1I,0.99,HYDROLASE,Y,0.131,0.147,Y,AB,21-MAR-18,NA
6G65,1.1,DENOVOPROTEIN,N,0.177,0.190,Y,ABCDEFGHIJKL,01-APR-18,NA
6G6E,1.3,DENOVOPROTEIN,N,0.182,0.201,Y,ABCDEFG,01-APR-18,NA
6G7N,1.1,METALBINDINGPROTEIN,N,0.135,0.151,Y,AB,06-APR-18,NA
6GBI,1.3,STRUCTURALPROTEIN,N,0.162,0.165,Y,A,14-APR-18,NA
6GCV,1.3,SIGNALINGPROTEIN,N,0.127,0.153,Y,ABC,19-APR-18,NA
6GD6,1.2,OXIDOREDUCTASE,Y,0.120,0.136,Y,A,23-APR-18,NA
6GDX,1.2,METALBINDINGPROTEIN,Y,0.154,0.177,Y,ABC,24-APR-18,NA
6GEH,1.1,METALTRANSPORT,N,0.146,0.174,Y,A,26-APR-18,NA
