PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
6BG3,1.1,HYDROLASELIGASE/INHIBITOR,N,0.157,0.174,Y,A,366,27-OCT-17,NA
6BGY,1.2,OXIDOREDUCTASE/INHIBITOR,N,0.167,0.193,Y,A,297,29-OCT-17,NA
6BHD,1.3,TRANSFERASE,N,0.149,0.183,Y,A,227,30-OCT-17,NA
6BIO,1.2,HYDROLASE,N,0.165,0.192,Y,NA,278,02-NOV-17,NA
6BN3,1.3,HYDROLASE,N,0.169,0.214,Y,A,267,16-NOV-17,NA
6BO0,1.2,OXIDOREDUCTASE,N,0.124,0.155,Y,A,198,17-NOV-17,NA
6BQA,1,GENEREGULATION,Y,0.163,0.171,Y,A,102,27-NOV-17,NA
6BT6,1.1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.127,0.148,Y,AB,522,05-DEC-17,NA
6BTK,1.1,PROTEINFIBRIL,N,0.141,0.162,Y,A,9,06-DEC-17,NA
6BU3,1.1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.142,0.166,Y,AB,524,08-DEC-17,NA
6BWZ,1.1,PROTEINFIBRIL,Y,0.143,0.165,Y,A,6,15-DEC-17,NA
6BXD,1.1,IMMUNESYSTEM,N,0.177,0.179,Y,A,192,18-DEC-17,NA
6BXV,1.1,PROTEINFIBRIL,Y,0.138,0.148,Y,A,8,19-DEC-17,NA
6BXX,1.1,PROTEINFIBRIL,Y,0.064,0.087,Y,A,6,19-DEC-17,NA
6BZM,0.9,PROTEINFIBRIL,Y,0.230,0.264,Y,AB,16,24-DEC-17,NA
6BZP,1.1,PROTEINFIBRIL,Y,0.223,0.255,Y,AB,12,25-DEC-17,NA
6C17,1.1,ISOMERASE,N,0.148,0.174,Y,A,127,04-JAN-18,NA
6C1J,1.1,ISOMERASE,N,0.130,0.154,Y,A,127,04-JAN-18,NA
6C1X,1.1,ISOMERASE,N,0.144,0.172,Y,A,127,05-JAN-18,NA
6C1Z,1.3,LIPIDBINDINGPROTEIN,N,0.191,0.210,Y,A,138,05-JAN-18,NA
6C2O,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.124,0.144,Y,A,198,08-JAN-18,NA
6C3T,1,PROTEINFIBRIL,N,0.111,0.124,Y,AB,12,10-JAN-18,NA
6C4Q,1.2,TRANSPORTPROTEIN,N,0.130,0.145,Y,A,82,12-JAN-18,NA
6C7A,1.1,HYDROLASE,N,NULL,0.150,Y,A,261,22-JAN-18,NA
6C9O,1.2,IMMUNESYSTEM,N,0.152,0.179,Y,AB,110,28-JAN-18,NA
6CAF,1.3,PLANTPROTEIN,N,0.097,0.128,Y,A,288,30-JAN-18,NA
6CAX,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.160,0.171,Y,A,300,01-FEB-18,NA
6CB9,1.1,PROTEINFIBRIL,Y,0.199,0.243,Y,A,6,02-FEB-18,NA
6CBU,1.2,TRANSPORTPROTEIN,N,0.144,0.153,Y,A,96,05-FEB-18,NA
6CDX,1,PROTEINBINDING,N,0.204,0.226,Y,AB,72,09-FEB-18,NA
6CEW,1.2,PROTEINFIBRIL,Y,0.199,0.218,Y,AB,12,12-FEB-18,NA
6CF3,1.1,OXIDOREDUCTASE,Y,0.149,0.167,Y,A,332,13-FEB-18,NA
6CF4,0.75,PROTEINFIBRIL,N,0.235,0.251,Y,A,5,13-FEB-18,NA
6CHE,1.1,IMMUNESYSTEM,N,0.131,0.147,Y,A,55,22-FEB-18,NA
6CKP,1.1,ELECTRONTRANSPORT,N,0.142,0.161,Y,A,119,28-FEB-18,NA
6CLC,1,PROTEINFIBRIL,N,0.176,0.159,Y,A,7,02-MAR-18,NA
6CLD,1,PROTEINFIBRIL,N,0.220,0.213,Y,A,7,02-MAR-18,NA
6CLE,1,PROTEINFIBRIL,N,0.245,0.244,Y,A,7,02-MAR-18,NA
6CLF,1.1,PROTEINFIBRIL,N,0.268,0.293,Y,A,7,02-MAR-18,NA
6CLI,1,PROTEINFIBRIL,N,0.192,0.196,Y,A,7,02-MAR-18,NA
6CLJ,1,PROTEINFIBRIL,N,0.204,0.196,Y,A,7,02-MAR-18,NA
6CLK,1,PROTEINFIBRIL,N,0.261,0.267,Y,A,7,02-MAR-18,NA
6CLL,1,PROTEINFIBRIL,N,0.249,0.280,Y,A,7,02-MAR-18,NA
6CLM,1,PROTEINFIBRIL,N,0.231,0.255,Y,A,7,02-MAR-18,NA
6CLN,1.1,PROTEINFIBRIL,N,0.217,0.221,Y,A,7,02-MAR-18,NA
6CLO,1.1,PROTEINFIBRIL,N,0.266,0.268,Y,A,7,02-MAR-18,NA
6CLP,1.2,PROTEINFIBRIL,N,0.243,0.277,Y,A,7,02-MAR-18,NA
6CLQ,1.2,PROTEINFIBRIL,N,0.238,0.262,Y,A,7,02-MAR-18,NA
6CNE,1.2,IMMUNESYSTEM,N,0.170,0.198,Y,AB,110,08-MAR-18,NA
6CNU,1.1,TOXIN,N,0.191,0.209,Y,A,29,09-MAR-18,NA
6CNW,0.92,IMMUNESYSTEM,N,0.126,0.139,Y,A,116,09-MAR-18,NA
6CPB,1.2,TRANSCRIPTION,N,0.130,0.147,Y,NA,270,13-MAR-18,NA
6CPZ,1.1,IMMUNESYSTEM,N,0.138,0.156,Y,AB,110,14-MAR-18,NA
6CQ3,1.3,DNA,N,0.151,0.189,Y,AB,24,14-MAR-18,NA
6CTE,1.2,IMMUNESYSTEM,N,0.153,0.175,Y,AB,110,22-MAR-18,NA
6CUN,1.3,LYASE,N,0.182,0.202,Y,A,112,26-MAR-18,NA
6CWK,1.3,IMMUNESYSTEM,N,0.156,0.176,Y,A,129,30-MAR-18,NA
6CWM,1.1,SUGARBINDINGPROTEIN,N,0.132,0.159,Y,A,171,30-MAR-18,NA
6CWR,1.2,SUGARBINDINGPROTEIN,Y,0.148,0.179,Y,A,166,30-MAR-18,NA
6CXX,1.3,OXIDOREDUCTASE,Y,0.173,0.208,Y,AB,748,04-APR-18,NA
6D30,1.2,HYDROLASE/RNA,N,0.150,0.172,Y,A,190,14-APR-18,NA
6D7A,1.1,LIPIDBINDINGPROTEIN,N,0.142,0.164,Y,AB,531,24-APR-18,NA
6D9I,1.1,HYDROLASE,N,0.157,0.186,Y,AB,258,30-APR-18,NA
6D9N,1.2,OXIDOREDUCTASE,N,0.141,0.158,Y,AB,283,30-APR-18,NA
6D9Y,1.3,OXIDOREDUCTASE,N,0.143,0.152,Y,AB,502,30-APR-18,NA
6DBA,1.3,IMMUNESYSTEM,N,0.162,0.182,Y,AB,246,02-MAY-18,NA
6DCM,1,BLOODCLOTTING,N,0.142,0.157,Y,A,85,07-MAY-18,NA
6DDM,1.3,IMMUNESYSTEM,N,0.189,0.205,Y,A,514,10-MAY-18,NA
6DF4,1.3,TRANSCRIPTION/INHIBITOR,Y,0.172,0.187,Y,A,134,14-MAY-18,NA
6DGA,1.2,UNKNOWNFUNCTION,N,0.164,0.193,Y,A,95,17-MAY-18,NA
6DIX,1,PROTEINFIBRIL,N,0.105,0.125,Y,ABCD,24,23-MAY-18,NA
6DIY,0.9,PROTEINFIBRIL,N,0.099,0.120,Y,A,5,24-MAY-18,NA
6DJ0,1.3,PROTEINFIBRIL,N,0.186,0.218,Y,NA,12,24-MAY-18,NA
6DKY,1.2,UNKNOWNFUNCTION,N,0.199,0.223,Y,AB,16,31-MAY-18,NA
6DKZ,0.99,PLANTPROTEIN,N,0.173,0.174,Y,A,8,31-MAY-18,NA
6DL0,1.2,PLANTPROTEIN,N,0.121,0.126,Y,A,8,31-MAY-18,NA
6DL1,1,PLANTPROTEIN,N,0.194,0.211,Y,A,8,31-MAY-18,NA
6DMH,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.117,0.143,Y,A,268,05-JUN-18,NA
6DOP,1.3,HYDROLASE/DNA/RNA,Y,0.163,0.178,Y,A,147,09-JUN-18,NA
6DQH,1.1,HYDROLASE,N,0.179,0.196,Y,A,250,11-JUN-18,NA
6DT3,1.2,HYDROLASE,N,0.155,0.187,Y,AB,281,15-JUN-18,NA
6DTV,1.1,REPLICATION,N,0.125,0.137,Y,A,184,18-JUN-18,NA
6DUB,1.2,TRANSFERASE,N,0.155,0.178,Y,AB,448,20-JUN-18,NA
6DWQ,1.3,HYDROLASE,N,0.123,0.148,Y,A,274,27-JUN-18,NA
6DY5,1.3,DNA,Y,0.216,0.254,Y,AB,20,01-JUL-18,NA
6DYF,1.1,METALBINDINGPROTEIN,N,0.147,0.165,Y,AB,212,01-JUL-18,NA
6E0O,1.3,TRANSFERASE/RNA,N,0.143,0.164,Y,A,275,06-JUL-18,NA
6E1F,1.2,OXIDOREDUCTASE,N,0.133,0.169,Y,ABCD,356,09-JUL-18,NA
6E1Z,1.1,GENEREGULATION/INHIBITOR,N,0.143,0.163,Y,AB,612,10-JUL-18,NA
6E3D,1.3,METALBINDINGPROTEIN,N,0.133,0.165,Y,A,514,13-JUL-18,NA
6E4D,1.3,METALBINDINGPROTEIN,N,0.168,0.188,Y,A,514,17-JUL-18,NA
6E6O,0.7,SIGNALINGPROTEIN,N,0.166,0.184,Y,A,40,25-JUL-18,NA
6E6Q,1.2,ELECTRONTRANSPORT,N,0.123,0.148,Y,AB,112,25-JUL-18,NA
6E7E,1.1,PROTEINBINDING,N,0.142,0.169,Y,A,169,26-JUL-18,NA
6E85,1.3,HYDROLASE,N,0.115,0.139,Y,AB,656,27-JUL-18,NA
6EEX,1.1,PROTEINFIBRIL,N,0.062,0.069,Y,A,6,15-AUG-18,NA
6EEY,1.1,STRUCTURALPROTEIN,N,0.160,0.182,Y,A,94,15-AUG-18,NA
6EF7,1,SUGARBINDINGPROTEIN,N,0.126,0.141,Y,A,124,16-AUG-18,NA
6EFN,1.3,OXIDOREDUCTASE,N,0.145,0.169,Y,A,383,16-AUG-18,NA
6EH4,1.3,IMMUNESYSTEM,N,0.160,0.191,Y,D,448,12-SEP-17,NA
6EIO,0.84,ANTIFREEZEPROTEIN,N,0.116,0.128,Y,A,222,19-SEP-17,NA
6EKG,1.1,METALBINDINGPROTEIN,N,0.155,0.172,Y,Y,121,26-SEP-17,NA
6EKZ,1.1,OXIDOREDUCTASE,N,0.159,0.163,Y,A,325,27-SEP-17,NA
6ELM,1.1,STRUCTURALGENOMICS,N,0.140,0.168,Y,A,98,29-SEP-17,NA
6ELV,1.1,OXIDOREDUCTASE,N,0.148,0.161,Y,A,134,29-SEP-17,NA
6ELW,1.3,OXIDOREDUCTASE,N,0.125,0.155,Y,NA,164,29-SEP-17,NA
6EMN,1.3,TRANSPORTPROTEIN,Y,0.146,0.170,Y,A,256,03-OCT-17,NA
6ENI,1.1,TRANSCRIPTION,N,0.159,0.176,Y,AB,209,04-OCT-17,NA
6ENN,1.2,TRANSCRIPTION,N,0.150,0.180,Y,AB,210,05-OCT-17,NA
6ENP,1,HYDROLASE,N,0.123,0.145,Y,A,128,05-OCT-17,NA
6ENS,1.3,SIGNALINGPROTEIN,N,0.127,0.168,Y,A,185,06-OCT-17,NA
6EQE,0.92,HYDROLASE,N,0.101,0.110,Y,A,265,12-OCT-17,NA
6ER4,1.3,SUGARBINDINGPROTEIN,N,0.110,0.135,Y,AB,383,16-OCT-17,NA
6ESM,1.1,HYDROLASE,Y,0.157,0.172,Y,A,158,23-OCT-17,NA
6ET6,1.2,ANTIMICROBIALPROTEIN,N,0.149,0.169,Y,A,149,25-OCT-17,NA
6ETC,1.2,STRUCTURALPROTEIN,N,0.147,0.175,Y,X,173,26-OCT-17,NA
6ETL,0.85,HYDROLASE,N,NULL,0.122,Y,A,124,27-OCT-17,NA
6EUW,1,RNABINDINGPROTEIN,N,0.141,0.164,Y,A,156,31-OCT-17,NA
6EV6,1.1,LYASE,N,0.149,0.169,Y,A,500,01-NOV-17,NA
6EV7,1.1,LYASE,N,0.153,0.168,Y,A,500,01-NOV-17,NA
6EV8,1,LYASE,N,0.147,0.165,Y,A,500,01-NOV-17,NA
6EVD,1.2,LYASE,N,0.145,0.162,Y,A,496,01-NOV-17,NA
6EVG,1.1,OXIDOREDUCTASE,N,0.126,0.149,Y,A,444,01-NOV-17,NA
6EVH,0.9,ANTIBIOTIC,N,NULL,NULL,Y,A,4,01-NOV-17,NA
6EW4,1.3,LIPIDTRANSPORT,N,0.173,0.224,Y,A,133,03-NOV-17,NA
6EXX,1.1,RNABINDINGPROTEIN,N,0.144,0.163,Y,A,79,10-NOV-17,NA
6EXZ,1.3,TRANSPORTPROTEIN,N,0.171,0.207,Y,A,69,10-NOV-17,NA
6EY1,1.2,OXIDOREDUCTASE,N,0.123,0.138,Y,A,211,10-NOV-17,NA
6F1J,1.3,HYDROLASE,N,0.121,0.136,Y,AB,603,22-NOV-17,NA
6F4Q,1.1,OXIDOREDUCTASE,Y,0.140,0.153,Y,A,237,29-NOV-17,NA
6F4R,1.3,OXIDOREDUCTASE,Y,0.144,0.162,Y,A,238,30-NOV-17,NA
6F4T,1.2,OXIDOREDUCTASE,Y,0.142,0.154,Y,A,237,30-NOV-17,NA
6F54,1.1,ISOMERASE,N,0.190,0.199,Y,AB,250,30-NOV-17,NA
6F8B,1.3,HYDROLASE,N,0.144,0.159,Y,A,298,12-DEC-17,NA
6F9M,1.3,HYDROLASE,N,0.130,0.150,Y,AB,587,14-DEC-17,NA
6F9O,1.1,HYDROLASE,N,0.111,0.132,Y,A,309,15-DEC-17,NA
6FAL,1.2,TRANSCRIPTION,N,0.163,0.179,Y,AB,194,15-DEC-17,NA
6FC0,1.3,TRANSLATION,Y,0.165,0.201,Y,A,269,20-DEC-17,NA
6FDG,1.3,HYDROLASE,N,0.179,0.198,Y,ABCD,608,22-DEC-17,NA
6FEA,1.2,METALBINDINGPROTEIN,N,0.118,0.145,Y,AD,2074,31-DEC-17,NA
6FEX,1.3,TRANSFERASE,N,0.139,0.174,Y,A,289,03-JAN-18,NA
6FF1,1.3,CHAPERONE,N,0.144,0.172,Y,A,69,03-JAN-18,NA
6FF2,1.3,CHAPERONE,N,0.167,0.202,Y,AB,134,03-JAN-18,NA
6FG4,1.1,PROTEINFIBRIL,N,0.163,0.194,Y,A,6,09-JAN-18,NA
6FG8,1.3,PROTEINBINDING,Y,0.153,0.184,Y,A,377,10-JAN-18,NA
6FGG,1.1,TRANSCRIPTION,Y,0.147,0.155,Y,A,101,10-JAN-18,NA
6FI2,1.2,LYASE,N,0.140,0.166,Y,A,375,16-JAN-18,NA
6FIH,1.1,PLANTPROTEIN,N,0.160,0.183,Y,A,379,18-JAN-18,NA
6FIY,1.1,OXIDOREDUCTASE,N,0.126,0.150,Y,AB,602,19-JAN-18,NA
6FJ7,1.1,PROTEINBINDING,N,0.155,0.195,Y,A,80,21-JAN-18,NA
6FJN,0.97,VIRALPROTEIN,N,0.183,0.195,Y,A,184,22-JAN-18,NA
6FK1,1.3,ISOMERASE,N,0.164,0.181,Y,A,168,23-JAN-18,NA
6FL2,1.3,OXIDOREDUCTASE,N,0.116,0.141,Y,AB,602,25-JAN-18,NA
6FM7,1,HYDROLASE,N,0.117,0.136,Y,A,356,30-JAN-18,NA
6FMB,1.3,RNABINDINGPROTEIN,N,0.145,0.176,Y,A,98,30-JAN-18,NA
6FMC,0.9,SIGNALINGPROTEIN,Y,0.110,0.132,Y,A,158,30-JAN-18,NA
6FNK,1,TRANSFERASE,N,0.196,0.220,Y,A,274,04-FEB-18,NA
6FPO,1.1,OXIDOREDUCTASE,N,0.116,0.134,Y,ST,1688,11-FEB-18,NA
6FRE,1.2,SPLICING,N,0.176,0.188,Y,A,154,15-FEB-18,NA
6FSG,1.3,ELECTRONTRANSPORT,N,0.152,0.171,Y,A,147,19-FEB-18,NA
6FSN,1.2,TRANSFERASE,N,0.211,0.227,Y,A,276,19-FEB-18,NA
6FT2,1.3,TRANSPORTPROTEIN,Y,0.181,0.202,Y,A,236,20-FEB-18,NA
6FTF,1.1,SIGNALINGPROTEIN,N,0.151,0.160,Y,B,291,21-FEB-18,NA
6FU9,1.2,ANTIFUNGALPROTEIN,Y,0.150,0.184,Y,AC,329,26-FEB-18,NA
6FUC,1.2,TRANSFERASE,N,0.139,0.169,Y,A,270,26-FEB-18,NA
6FVI,1,CELLCYCLE,N,0.137,0.152,Y,A,139,02-MAR-18,NA
6FWG,1.1,HYDROLASE,N,0.121,0.138,Y,A,346,06-MAR-18,NA
6FWW,1.1,FLUORESCENTPROTEIN,N,0.185,0.204,Y,A,226,07-MAR-18,NA
6FYJ,1.3,OXIDOREDUCTASE,Y,0.174,0.193,Y,A,417,12-MAR-18,NA
6FZ9,1.2,HYDROLASE,N,0.159,0.177,Y,A,392,14-MAR-18,NA
6G1I,0.99,HYDROLASE,Y,0.131,0.147,Y,AB,418,21-MAR-18,NA
6G65,1.1,DENOVOPROTEIN,N,0.177,0.190,Y,ABCDEFGHIJKL,360,01-APR-18,NA
6G6E,1.3,DENOVOPROTEIN,N,0.182,0.201,Y,ABCDEFG,182,01-APR-18,NA
6G7N,1.1,METALBINDINGPROTEIN,N,0.135,0.151,Y,AB,636,06-APR-18,NA
6GBI,1.3,STRUCTURALPROTEIN,N,0.162,0.165,Y,A,104,14-APR-18,NA
6GCV,1.3,SIGNALINGPROTEIN,N,0.127,0.153,Y,ABC,375,19-APR-18,NA
6GD6,1.2,OXIDOREDUCTASE,Y,0.120,0.136,Y,A,108,23-APR-18,NA
6GDX,1.2,METALBINDINGPROTEIN,Y,0.154,0.177,Y,ABC,323,24-APR-18,NA
6GEH,1.1,METALTRANSPORT,N,0.146,0.174,Y,A,256,26-APR-18,NA
6GG1,1.3,CYTOKINE,N,0.168,0.183,Y,A,145,02-MAY-18,NA
6GGC,1.2,DNABINDINGPROTEIN,Y,0.151,0.166,Y,AB,395,03-MAY-18,NA
6GGP,1,TRANSPORTPROTEIN,N,0.138,0.171,Y,NA,212,03-MAY-18,NA
6GHT,1.1,TRANSPORTPROTEIN,Y,0.161,0.187,Y,A,261,09-MAY-18,NA
6GI7,1.3,FLAVOPROTEIN,N,0.112,0.139,Y,A,362,10-MAY-18,NA
6GKE,1.1,SUGARBINDINGPROTEIN,Y,0.118,0.128,Y,A,309,19-MAY-18,NA
6GLD,1.1,DNA,N,0.150,0.158,Y,B,10,23-MAY-18,NA
6GLH,1.2,HYDROLASE,Y,0.194,0.201,Y,A,154,23-MAY-18,NA
6GNA,1.3,OXIDOREDUCTASE,N,0.177,0.201,Y,A,284,30-MAY-18,NA
6GP3,1.2,OXIDOREDUCTASE,N,NULL,0.163,Y,AB,631,05-JUN-18,NA
6GPU,1.2,FLAVOPROTEIN,N,0.134,0.164,Y,A,115,07-JUN-18,NA
6GRE,1.3,SIGNALINGPROTEIN,N,0.188,0.210,Y,AB,412,11-JUN-18,NA
6GS6,1.2,ISOMERASE,Y,0.151,0.170,Y,A,160,13-JUN-18,NA
6GUX,1.3,PROTONTRANSPORT,N,0.141,0.172,Y,A,240,19-JUN-18,NA
6GV3,1.2,TRANSFERASE,N,0.192,0.216,Y,A,156,20-JUN-18,NA
6GVD,1.2,HYDROLASE,Y,0.151,0.188,Y,A,531,20-JUN-18,NA
6GX2,1.1,TRANSFERASE,Y,0.113,0.134,Y,NA,297,26-JUN-18,NA
6GY5,1.1,LIGASE,Y,0.154,0.172,Y,A,296,28-JUN-18,NA
6GZ8,1,STRUCTURALPROTEIN,N,0.135,0.154,Y,A,133,03-JUL-18,NA
6H0M,1.3,OXIDOREDUCTASE,Y,0.127,0.147,Y,A,257,10-JUL-18,NA
6H10,1.1,OXIDOREDUCTASE,N,0.121,0.133,Y,A,330,10-JUL-18,NA
6H17,1.3,CYTOSOLICPROTEIN,N,NULL,0.163,Y,A,193,11-JUL-18,NA
6H26,1.3,ISOMERASE,N,0.153,0.187,Y,A,243,13-JUL-18,NA
6H28,1.2,HYDROLASE,N,0.189,0.224,Y,AB,541,13-JUL-18,NA
6H40,1.1,TRANSFERASE,N,0.109,0.120,Y,A,220,20-JUL-18,NA
6H8N,1.3,HYDROLASE,N,0.161,0.175,Y,AB,408,02-AUG-18,NA
6H8O,1.1,REPLICATION,N,0.128,0.179,Y,AB,190,02-AUG-18,NA
6HAD,1,TRANSFERASE,N,0.111,0.130,Y,A,617,07-AUG-18,NA
6HAF,1.3,OXIDOREDUCTASE,Y,0.135,0.156,Y,AB,1170,07-AUG-18,NA
6HAV,1.1,OXIDOREDUCTASE,N,0.119,0.134,Y,A,342,08-AUG-18,NA
6HB9,1.3,SIGNALINGPROTEIN,Y,0.191,0.213,Y,A,129,10-AUG-18,NA
6HBB,1.2,PROTEINBINDING,N,0.161,0.195,Y,AB,177,10-AUG-18,NA
6HEQ,1.2,PROTEINBINDING,N,0.200,0.224,Y,A,122,20-AUG-18,NA
6HER,1.2,PROTEINBINDING,Y,0.170,0.195,Y,A,227,20-AUG-18,NA
6HFC,1.3,HYDROLASE,N,0.142,0.164,Y,A,388,21-AUG-18,NA
6HFJ,1.2,BIOSYNTHETICPROTEIN,N,0.129,0.148,Y,A,361,21-AUG-18,NA
6HFQ,1.1,BIOSYNTHETICPROTEIN,N,0.126,0.137,Y,A,361,21-AUG-18,NA
6HFR,1.3,BIOSYNTHETICPROTEIN,N,0.127,0.144,Y,A,361,21-AUG-18,NA
6HG7,1,STRUCTURALPROTEIN,N,0.154,0.187,Y,ABC,84,22-AUG-18,NA
6HHM,1.2,HYDROLASE,N,0.136,0.153,Y,A,459,28-AUG-18,NA
6HIP,1.2,SPLICING,N,0.150,0.175,Y,AB,217,30-AUG-18,NA
6HMQ,0.97,TRANSFERASE,N,0.120,0.132,Y,A,327,12-SEP-18,NA
6HMT,1.1,PROTEINBINDING,Y,0.181,0.184,Y,A,240,12-SEP-18,NA
6HMU,1.2,PROTEINBINDING,Y,0.188,0.206,Y,A,240,12-SEP-18,NA
6HOG,1.3,SIGNALINGPROTEIN,N,0.156,0.181,Y,NA,123,17-SEP-18,NA
6HOI,1.1,SIGNALINGPROTEIN,N,0.146,0.166,Y,AB,251,17-SEP-18,NA
6HPH,1.1,HYDROLASE,Y,0.129,0.163,Y,A,418,20-SEP-18,NA
6HQC,1.3,PROTEINFIBRIL,N,0.150,0.197,Y,A,116,24-SEP-18,NA
6HR0,1,ELECTRONTRANSPORT,N,NULL,0.178,Y,A,90,26-SEP-18,NA
6HRP,1.1,TRANSFERASE,Y,0.175,0.192,Y,A,263,28-SEP-18,NA
6HSA,0.92,BIOSYNTHETICPROTEIN,N,0.102,0.120,Y,A,145,29-SEP-18,NA
6HUR,1.3,TRANSPORTPROTEIN,N,NULL,0.171,Y,A,428,09-OCT-18,NA
6HUT,1.3,FLUORESCENTPROTEIN,N,NULL,0.203,Y,A,241,09-OCT-18,NA
6HXM,1.3,LYASE,N,0.167,0.178,Y,AB,528,17-OCT-18,NA
6HXU,1.2,IMMUNESYSTEM,Y,NULL,NULL,Y,A,182,18-OCT-18,NA
6HY3,1.3,HYDROLASE,N,0.150,0.169,Y,A,269,19-OCT-18,NA
6HYN,1.1,SIGNALINGPROTEIN,N,0.168,0.185,Y,NA,132,22-OCT-18,NA
6HYO,1.1,SIGNALINGPROTEIN,N,0.143,0.161,Y,NA,131,22-OCT-18,NA
6HZR,1.2,PEPTIDEBINDINGPROTEIN,N,0.208,0.226,Y,A,504,23-OCT-18,NA
6I03,1,ISOMERASE,N,0.153,0.175,Y,A,219,24-OCT-18,NA
6I05,1.2,CELLCYCLE,N,0.155,0.171,Y,A,76,25-OCT-18,NA
6I1A,1.3,HYDROLASE,N,0.159,0.178,Y,AB,716,28-OCT-18,NA
6I3B,1,DENOVOPROTEIN,N,0.154,0.175,Y,AB,504,05-NOV-18,NA
6I4E,1.2,CONTRACTILEPROTEIN,N,0.137,0.157,Y,A,473,09-NOV-18,NA
6I69,1.2,RIBOSOMALPROTEIN,N,0.148,0.178,Y,A,96,15-NOV-18,NA
6I6L,1.3,TRANSFERASE,N,0.126,0.158,Y,AB,695,15-NOV-18,NA
6I6M,1.2,TRANSFERASE,N,0.117,0.130,Y,AB,700,15-NOV-18,NA
6I9A,1.2,HYDROLASE,Y,0.146,0.148,Y,AB,906,22-NOV-18,NA
6I9T,1.2,OXIDOREDUCTASE,N,0.122,0.137,Y,A,174,25-NOV-18,NA
6ICG,1.1,SIGNALINGPROTEIN,N,0.145,0.169,Y,AB,190,06-SEP-18,NA
6IFP,1,ELECTRONTRANSPORT,N,NULL,NULL,Y,AC,248,20-SEP-18,NA
6IGG,1,PLANTPROTEIN,N,0.117,0.136,Y,A,170,25-SEP-18,NA
6IH0,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.165,0.182,Y,A,267,27-SEP-18,NA
6IIP,0.95,DNABINDINGPROTEIN,N,0.197,0.205,Y,AB,175,07-OCT-18,NA
6IIY,1.3,OXIDOREDUCTASE,N,0.163,0.182,Y,A,237,08-OCT-18,NA
6IR7,1.3,FLUORESCENTPROTEIN,N,0.176,0.195,Y,A,231,12-NOV-18,NA
6ISM,1.3,SIGNALINGPROTEIN,N,0.175,0.205,Y,A,186,16-NOV-18,NA
6ITA,1.2,SIGNALINGPROTEIN,N,0.204,0.232,Y,A,189,20-NOV-18,NA
6IUX,1.2,HYDROLASE,N,0.160,0.183,Y,A,358,01-DEC-18,NA
6IX1,1.3,PLANTPROTEIN,N,0.133,0.170,Y,ABC,673,08-DEC-18,NA
6J25,1.2,HYDROLASE,N,0.182,0.194,Y,AB,520,30-DEC-18,NA
6J2M,1.1,ISOMERASE,N,0.126,0.145,Y,A,111,01-JAN-19,NA
6J2U,1.3,OXIDOREDUCTASE,N,0.981,0.172,Y,A,345,03-JAN-19,NA
6J33,1.3,HYDROLASE,N,0.129,0.154,Y,AB,2098,09-JAN-19,NA
6J48,1.2,LIPIDBINDINGPROTEIN,N,0.134,0.157,Y,O,246,08-JAN-19,NA
6J60,0.96,RNABINDINGPROTEIN,N,0.235,0.248,Y,NA,9,12-JAN-19,NA
6J64,0.95,HYDROLASE,Y,0.166,0.175,Y,AB,228,14-JAN-19,NA
6J6M,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.158,0.164,Y,A,267,15-JAN-19,NA
6J6V,1.2,TRANSCRIPTION,N,0.134,0.151,Y,A,94,16-JAN-19,NA
6J93,0.95,HYDROLASE,N,0.134,0.153,Y,A,196,21-JAN-19,NA
6JB9,1.1,IMMUNESYSTEM,N,0.102,0.129,Y,A,128,25-JAN-19,NA
6JEE,1.3,METALBINDINGPROTEIN,N,0.161,0.170,Y,A,171,05-FEB-19,NA
6JGH,0.94,FLUORESCENTPROTEIN,N,0.108,0.129,Y,A,227,14-FEB-19,NA
6JGJ,0.78,FLUORESCENTPROTEIN,N,NULL,0.125,Y,A,227,14-FEB-19,NA
6JK2,1.1,SUGARBINDINGPROTEIN,N,0.137,0.158,Y,A,40,27-FEB-19,NA
6JK4,1.1,ANTIFREEZEPROTEIN,N,0.155,0.174,Y,A,126,27-FEB-19,NA
6JPT,0.96,CHAPERONE,N,0.136,0.146,Y,A,121,27-MAR-19,NA
6JSA,1.3,HEME-BINDINGPROTEIN,N,0.162,0.180,Y,A,165,08-APR-19,NA
6JUZ,1.2,HYDROLASE,N,0.166,0.175,Y,A,272,15-APR-19,NA
6JV0,1.1,HYDROLASE,N,0.174,0.192,Y,A,273,15-APR-19,NA
6JV1,1.2,HYDROLASE,N,0.172,0.182,Y,A,271,15-APR-19,NA
6JWF,1.3,OXIDOREDUCTASE,N,0.160,0.177,Y,AB,818,20-APR-19,NA
6K4X,1.2,HYDROLASE,Y,0.130,0.151,Y,A,260,27-MAY-19,NA
6K7C,1.1,ELECTRONTRANSPORT,N,0.139,0.157,Y,AC,152,07-JUN-19,NA
